,CodaViolation,Condition,Item,OnsetViolation,PageType,ReactionTime,Response,Subject,TrialNumber,Version,Vowel,YesPosition
11509,1,GB,gropk,0,Test,4026,0,A9XQ69GS9LGEH,27,3,o,1
11510,0,GG,plen,0,Test,3990,1,A9XQ69GS9LGEH,28,3,e,0
11511,1,best,merly,1,Catch,1775,1,A9XQ69GS9LGEH,29,3,,0
11512,0,GG,smul,0,Test,1636,1,A9XQ69GS9LGEH,30,3,u,0
11513,1,best,spellion,1,Catch,1538,0,A9XQ69GS9LGEH,31,3,,1
11514,1,worst,psafzotrl,1,Catch,2636,0,A9XQ69GS9LGEH,32,3,,1
11515,1,worst,kflisgwevr,1,Catch,1702,0,A9XQ69GS9LGEH,33,3,,1
11516,1,best,frotion,1,Catch,1651,1,A9XQ69GS9LGEH,34,3,,1
11517,1,GB,stithp,0,Test,2415,0,A9XQ69GS9LGEH,35,3,i,0
11518,1,GB,strishk,0,Test,1628,1,A9XQ69GS9LGEH,36,3,i,1
11519,1,GB,swokp,0,Test,1958,0,A9XQ69GS9LGEH,37,3,o,0
11520,1,best,claffer,1,Catch,2889,1,A9XQ69GS9LGEH,38,3,,1
11737,0,BG,zmaz,1,Test,3337,0,ABR2LRQVCQS11,3,2,a,1
11738,1,best,dellous,1,Catch,1826,1,ABR2LRQVCQS11,4,2,,0
11739,0,BG,vle,1,Test,1982,0,ABR2LRQVCQS11,5,2,e,0
11740,1,best,frotion,1,Catch,1868,1,ABR2LRQVCQS11,6,2,,1
11741,0,GG,snass,0,Test,1932,1,ABR2LRQVCQS11,7,2,a,1
11742,1,BB,thnoothk,1,Test,2292,0,ABR2LRQVCQS11,8,2,oo,1
11743,0,BG,lrug,1,Test,4820,1,ABR2LRQVCQS11,9,2,u,0
11744,0,BG,vlack,1,Test,2142,1,ABR2LRQVCQS11,10,2,a,1
11745,1,GB,frootp,0,Test,1981,0,ABR2LRQVCQS11,11,2,oo,0
11746,1,GB,blod,0,Test,2108,0,ABR2LRQVCQS11,12,2,o,0
11747,1,worst,kflisgwevr,1,Catch,1838,0,ABR2LRQVCQS11,13,2,,1
11748,1,best,bressic,1,Catch,1601,1,ABR2LRQVCQS11,14,2,,1
11749,1,BB,shpefsh,1,Test,1955,0,ABR2LRQVCQS11,15,2,e,1
11750,1,worst,wlratlumr,1,Catch,2100,0,ABR2LRQVCQS11,16,2,,0
11751,1,BB,zmemth,1,Test,2053,0,ABR2LRQVCQS11,17,2,e,1
11752,0,GG,striff,0,Test,1611,1,ABR2LRQVCQS11,18,2,i,0
11753,1,best,claffer,1,Catch,1767,1,ABR2LRQVCQS11,19,2,,1
11754,0,GG,stip,0,Test,1490,1,ABR2LRQVCQS11,20,2,i,1
11755,1,worst,lbafthrizk,1,Catch,1336,0,ABR2LRQVCQS11,21,2,,1
11756,1,BB,dlooshp,1,Test,1530,0,ABR2LRQVCQS11,22,2,oo,0
11757,1,BB,hrutp,1,Test,1736,0,ABR2LRQVCQS11,23,2,u,0
11758,1,worst,zgdokpevf,1,Catch,2041,0,ABR2LRQVCQS11,24,2,,1
11759,1,GB,thrishk,0,Test,3026,0,ABR2LRQVCQS11,25,2,i,0
11760,1,GB,gloosf,0,Test,1922,0,ABR2LRQVCQS11,26,2,oo,0
11761,1,BB,shlokp,1,Test,2458,0,ABR2LRQVCQS11,27,2,o,0
11762,1,best,spellion,1,Catch,1496,1,ABR2LRQVCQS11,28,2,,1
11763,0,GG,drass,0,Test,1510,1,ABR2LRQVCQS11,29,2,a,1
11764,0,BG,shnun,1,Test,3496,0,ABR2LRQVCQS11,30,2,u,0
11765,1,best,merly,1,Catch,1636,1,ABR2LRQVCQS11,31,2,,1
11766,1,worst,psafzotrl,1,Catch,1779,0,ABR2LRQVCQS11,32,2,,1
11767,0,GG,swod,0,Test,1867,1,ABR2LRQVCQS11,33,2,o,0
11768,1,GB,shrethk,0,Test,1925,0,ABR2LRQVCQS11,34,2,e,1
11769,0,GG,grot,0,Test,1383,1,ABR2LRQVCQS11,35,2,o,1
11770,1,worst,tmuhriz,1,Catch,2123,0,ABR2LRQVCQS11,36,2,,0
11771,0,BG,thmeg,1,Test,2152,0,ABR2LRQVCQS11,37,2,e,0
11772,1,GB,krishp,0,Test,2715,1,ABR2LRQVCQS11,38,2,i,0
11782,1,GB,kloothk,0,Test,7119,1,AC79XT2Z4O3JZ,3,0,oo,0
11783,1,worst,psafzotrl,1,Catch,1606,0,AC79XT2Z4O3JZ,4,0,,0
11784,1,worst,tmuhriz,1,Catch,3055,0,AC79XT2Z4O3JZ,5,0,,1
11785,1,GB,splokp,0,Test,2452,0,AC79XT2Z4O3JZ,6,0,o,0
11786,1,worst,kflisgwevr,1,Catch,1995,0,AC79XT2Z4O3JZ,7,0,,1
11787,0,GG,brack,0,Test,2344,1,AC79XT2Z4O3JZ,8,0,a,1
11788,1,GB,smutp,0,Test,3659,0,AC79XT2Z4O3JZ,9,0,u,0
11789,1,BB,thlod,1,Test,3279,1,AC79XT2Z4O3JZ,10,0,o,0
11790,1,best,spellion,1,Catch,1598,1,AC79XT2Z4O3JZ,11,0,,0
11791,1,best,claffer,1,Catch,1816,1,AC79XT2Z4O3JZ,12,0,,1
11792,1,BB,hrootp,1,Test,1430,0,AC79XT2Z4O3JZ,13,0,oo,1
11793,0,GG,trug,0,Test,1655,1,AC79XT2Z4O3JZ,14,0,u,1
11794,0,GG,sle,0,Test,2379,1,AC79XT2Z4O3JZ,15,0,e,0
11795,0,BG,shpiff,1,Test,1308,0,AC79XT2Z4O3JZ,16,0,i,0
11796,0,GG,fleg,0,Test,1431,1,AC79XT2Z4O3JZ,17,0,e,0
11797,0,BG,shtot,1,Test,1293,0,AC79XT2Z4O3JZ,18,0,o,0
11798,0,BG,thmass,1,Test,3280,1,AC79XT2Z4O3JZ,19,0,a,1
11799,1,GB,spooshp,0,Test,2113,0,AC79XT2Z4O3JZ,20,0,oo,1
11800,1,worst,zgdokpevf,1,Catch,1933,0,AC79XT2Z4O3JZ,21,0,,0
11801,0,BG,shtip,1,Test,4391,1,AC79XT2Z4O3JZ,22,0,i,1
11802,1,best,dellous,1,Catch,1608,1,AC79XT2Z4O3JZ,23,0,,1
11803,1,GB,skrefsh,0,Test,2136,0,AC79XT2Z4O3JZ,24,0,e,0
11804,1,best,frotion,1,Catch,1698,1,AC79XT2Z4O3JZ,25,0,,0
11805,1,GB,plemth,0,Test,1843,0,AC79XT2Z4O3JZ,26,0,e,0
11806,1,BB,shnethk,1,Test,1668,0,AC79XT2Z4O3JZ,27,0,e,0
11807,1,BB,thlishp,1,Test,1680,0,AC79XT2Z4O3JZ,28,0,i,1
11808,1,BB,dloosf,1,Test,2475,0,AC79XT2Z4O3JZ,29,0,oo,0
11809,1,BB,lrishk,1,Test,2684,0,AC79XT2Z4O3JZ,30,0,i,1
11810,0,BG,shlod,1,Test,3419,1,AC79XT2Z4O3JZ,31,0,o,1
11811,0,GG,skun,0,Test,1401,1,AC79XT2Z4O3JZ,32,0,u,1
11812,1,best,bressic,1,Catch,1583,1,AC79XT2Z4O3JZ,33,0,,1
11813,1,best,merly,1,Catch,1559,1,AC79XT2Z4O3JZ,34,0,,0
11814,0,GG,praz,0,Test,2344,1,AC79XT2Z4O3JZ,35,0,a,0
11815,0,BG,thnass,1,Test,3848,0,AC79XT2Z4O3JZ,36,0,a,0
11816,1,worst,wlratlumr,1,Catch,1438,0,AC79XT2Z4O3JZ,37,0,,0
11817,1,worst,lbafthrizk,1,Catch,1217,0,AC79XT2Z4O3JZ,38,0,,0
11917,1,GB,krishp,0,Test,6062,1,ACFMXT9ZGJJYZ,3,2,i,0
11918,1,BB,thnoothk,1,Test,3293,0,ACFMXT9ZGJJYZ,4,2,oo,0
11919,0,GG,grot,0,Test,1324,1,ACFMXT9ZGJJYZ,5,2,o,0
11920,1,BB,shlokp,1,Test,2762,0,ACFMXT9ZGJJYZ,6,2,o,0
11921,1,best,bressic,1,Catch,1040,1,ACFMXT9ZGJJYZ,7,2,,0
11922,0,BG,thmeg,1,Test,2265,1,ACFMXT9ZGJJYZ,8,2,e,0
11923,1,best,spellion,1,Catch,971,1,ACFMXT9ZGJJYZ,9,2,,0
11924,1,BB,shpefsh,1,Test,1286,0,ACFMXT9ZGJJYZ,10,2,e,0
11925,1,GB,gloosf,0,Test,2047,0,ACFMXT9ZGJJYZ,11,2,oo,0
11926,1,worst,kflisgwevr,1,Catch,944,0,ACFMXT9ZGJJYZ,12,2,,0
11927,0,BG,vle,1,Test,2168,1,ACFMXT9ZGJJYZ,13,2,e,1
11928,1,best,frotion,1,Catch,1046,1,ACFMXT9ZGJJYZ,14,2,,1
11929,0,BG,zmaz,1,Test,1377,0,ACFMXT9ZGJJYZ,15,2,a,1
11930,1,best,dellous,1,Catch,2181,1,ACFMXT9ZGJJYZ,16,2,,0
11931,1,BB,dlooshp,1,Test,2629,0,ACFMXT9ZGJJYZ,17,2,oo,1
11932,1,GB,thrishk,0,Test,1906,0,ACFMXT9ZGJJYZ,18,2,i,0
11933,0,BG,shnun,1,Test,2013,0,ACFMXT9ZGJJYZ,19,2,u,0
11934,1,worst,lbafthrizk,1,Catch,1535,0,ACFMXT9ZGJJYZ,20,2,,1
11935,1,BB,hrutp,1,Test,1429,0,ACFMXT9ZGJJYZ,21,2,u,1
11936,1,worst,wlratlumr,1,Catch,1418,0,ACFMXT9ZGJJYZ,22,2,,0
11937,1,GB,shrethk,0,Test,1467,0,ACFMXT9ZGJJYZ,23,2,e,1
11938,0,GG,striff,0,Test,1272,1,ACFMXT9ZGJJYZ,24,2,i,0
11939,1,worst,tmuhriz,1,Catch,1204,0,ACFMXT9ZGJJYZ,25,2,,0
11940,0,GG,snass,0,Test,1900,1,ACFMXT9ZGJJYZ,26,2,a,0
11941,1,GB,blod,0,Test,2025,0,ACFMXT9ZGJJYZ,27,2,o,1
11942,1,GB,frootp,0,Test,1719,0,ACFMXT9ZGJJYZ,28,2,oo,0
11943,0,GG,drass,0,Test,1297,1,ACFMXT9ZGJJYZ,29,2,a,1
11944,0,BG,vlack,1,Test,986,1,ACFMXT9ZGJJYZ,30,2,a,1
11945,1,BB,zmemth,1,Test,1584,0,ACFMXT9ZGJJYZ,31,2,e,0
11946,1,best,claffer,1,Catch,1142,1,ACFMXT9ZGJJYZ,32,2,,0
11947,1,worst,zgdokpevf,1,Catch,1065,0,ACFMXT9ZGJJYZ,33,2,,0
11948,0,GG,swod,0,Test,2319,1,ACFMXT9ZGJJYZ,34,2,o,0
11949,1,best,merly,1,Catch,2478,1,ACFMXT9ZGJJYZ,35,2,,1
11950,0,BG,lrug,1,Test,1924,0,ACFMXT9ZGJJYZ,36,2,u,0
11951,1,worst,psafzotrl,1,Catch,1501,0,ACFMXT9ZGJJYZ,37,2,,1
11952,0,GG,stip,0,Test,2498,1,ACFMXT9ZGJJYZ,38,2,i,1
12660,1,best,dellous,1,Catch,68751,0,AFKCX6JHZVKDX,3,0,,1
12661,1,BB,thlishp,1,Test,7579,0,AFKCX6JHZVKDX,4,0,i,1
12662,1,GB,smutp,0,Test,8307,0,AFKCX6JHZVKDX,5,0,u,1
12663,0,BG,shtip,1,Test,7519,0,AFKCX6JHZVKDX,6,0,i,0
12664,1,BB,hrootp,1,Test,4865,0,AFKCX6JHZVKDX,7,0,oo,1
12665,1,worst,kflisgwevr,1,Catch,3838,0,AFKCX6JHZVKDX,8,0,,0
12666,0,BG,shtot,1,Test,3867,0,AFKCX6JHZVKDX,9,0,o,1
12667,1,GB,kloothk,0,Test,4060,0,AFKCX6JHZVKDX,10,0,oo,1
12668,1,BB,lrishk,1,Test,3303,0,AFKCX6JHZVKDX,11,0,i,0
12669,0,GG,fleg,0,Test,6478,0,AFKCX6JHZVKDX,12,0,e,0
12670,1,worst,lbafthrizk,1,Catch,3455,0,AFKCX6JHZVKDX,13,0,,1
12671,1,worst,wlratlumr,1,Catch,3085,0,AFKCX6JHZVKDX,14,0,,1
12672,1,worst,tmuhriz,1,Catch,3314,0,AFKCX6JHZVKDX,15,0,,1
12673,1,best,merly,1,Catch,7440,1,AFKCX6JHZVKDX,16,0,,0
12674,0,GG,brack,0,Test,3117,1,AFKCX6JHZVKDX,17,0,a,0
12675,0,BG,shpiff,1,Test,2875,0,AFKCX6JHZVKDX,18,0,i,0
12676,0,GG,skun,0,Test,3970,0,AFKCX6JHZVKDX,19,0,u,0
12677,1,GB,skrefsh,0,Test,2836,0,AFKCX6JHZVKDX,20,0,e,0
12678,0,GG,sle,0,Test,4464,1,AFKCX6JHZVKDX,21,0,e,0
12679,0,BG,thmass,1,Test,2315,0,AFKCX6JHZVKDX,22,0,a,0
12680,1,BB,thlod,1,Test,2641,0,AFKCX6JHZVKDX,23,0,o,1
12681,1,GB,plemth,0,Test,2674,0,AFKCX6JHZVKDX,24,0,e,0
12682,0,GG,trug,0,Test,2670,1,AFKCX6JHZVKDX,25,0,u,0
12683,0,GG,praz,0,Test,3124,0,AFKCX6JHZVKDX,26,0,a,1
12684,1,GB,splokp,0,Test,3006,0,AFKCX6JHZVKDX,27,0,o,1
12685,1,BB,dloosf,1,Test,2548,0,AFKCX6JHZVKDX,28,0,oo,0
12686,1,best,claffer,1,Catch,4684,1,AFKCX6JHZVKDX,29,0,,1
12687,1,worst,psafzotrl,1,Catch,2549,0,AFKCX6JHZVKDX,30,0,,1
12688,1,BB,shnethk,1,Test,2380,0,AFKCX6JHZVKDX,31,0,e,1
12689,0,BG,thnass,1,Test,3269,0,AFKCX6JHZVKDX,32,0,a,0
12690,1,best,bressic,1,Catch,3307,0,AFKCX6JHZVKDX,33,0,,1
12691,1,best,frotion,1,Catch,4827,1,AFKCX6JHZVKDX,34,0,,1
12692,0,BG,shlod,1,Test,3716,0,AFKCX6JHZVKDX,35,0,o,1
12693,1,GB,spooshp,0,Test,2857,0,AFKCX6JHZVKDX,36,0,oo,1
12694,1,best,spellion,1,Catch,8239,0,AFKCX6JHZVKDX,37,0,,1
12695,1,worst,zgdokpevf,1,Catch,1904,0,AFKCX6JHZVKDX,38,0,,1
12788,1,GB,krishp,0,Test,13037,1,AFQKLIYNCVZTL,3,2,i,0
12789,0,GG,snass,0,Test,8874,0,AFQKLIYNCVZTL,4,2,a,1
12790,0,BG,lrug,1,Test,9929,0,AFQKLIYNCVZTL,5,2,u,1
12791,1,BB,dlooshp,1,Test,6523,0,AFQKLIYNCVZTL,6,2,oo,0
12792,1,best,bressic,1,Catch,9989,0,AFQKLIYNCVZTL,7,2,,1
12793,0,BG,vle,1,Test,2848,0,AFQKLIYNCVZTL,8,2,e,1
12794,1,best,dellous,1,Catch,7882,1,AFQKLIYNCVZTL,9,2,,1
12795,1,BB,thnoothk,1,Test,7281,0,AFQKLIYNCVZTL,10,2,oo,1
12796,1,worst,psafzotrl,1,Catch,4137,0,AFQKLIYNCVZTL,11,2,,1
12797,1,worst,zgdokpevf,1,Catch,2769,0,AFQKLIYNCVZTL,12,2,,1
12798,1,worst,lbafthrizk,1,Catch,4629,0,AFQKLIYNCVZTL,13,2,,0
12799,1,best,claffer,1,Catch,2700,1,AFQKLIYNCVZTL,14,2,,0
12800,0,GG,striff,0,Test,3154,1,AFQKLIYNCVZTL,15,2,i,0
12801,1,BB,shlokp,1,Test,15733,0,AFQKLIYNCVZTL,16,2,o,1
12802,0,BG,vlack,1,Test,4586,1,AFQKLIYNCVZTL,17,2,a,0
12803,1,best,merly,1,Catch,4742,1,AFQKLIYNCVZTL,18,2,,0
12804,0,GG,stip,0,Test,2960,1,AFQKLIYNCVZTL,19,2,i,0
12805,1,worst,wlratlumr,1,Catch,2743,0,AFQKLIYNCVZTL,20,2,,1
12806,1,GB,gloosf,0,Test,5171,0,AFQKLIYNCVZTL,21,2,oo,1
12807,0,GG,swod,0,Test,2997,1,AFQKLIYNCVZTL,22,2,o,1
12808,1,GB,shrethk,0,Test,3228,0,AFQKLIYNCVZTL,23,2,e,1
12809,0,BG,shnun,1,Test,7702,0,AFQKLIYNCVZTL,24,2,u,1
12810,1,best,frotion,1,Catch,2987,1,AFQKLIYNCVZTL,25,2,,0
12811,0,GG,grot,0,Test,4831,1,AFQKLIYNCVZTL,26,2,o,0
12812,1,GB,thrishk,0,Test,5251,0,AFQKLIYNCVZTL,27,2,i,1
12813,1,GB,frootp,0,Test,2867,0,AFQKLIYNCVZTL,28,2,oo,0
12814,1,BB,zmemth,1,Test,2311,0,AFQKLIYNCVZTL,29,2,e,1
12815,1,worst,kflisgwevr,1,Catch,9860,0,AFQKLIYNCVZTL,30,2,,0
12816,1,BB,hrutp,1,Test,4912,0,AFQKLIYNCVZTL,31,2,u,1
12817,1,GB,blod,0,Test,13232,1,AFQKLIYNCVZTL,32,2,o,0
12818,1,BB,shpefsh,1,Test,2579,0,AFQKLIYNCVZTL,33,2,e,0
12819,0,BG,zmaz,1,Test,5498,1,AFQKLIYNCVZTL,34,2,a,1
12820,0,BG,thmeg,1,Test,3273,1,AFQKLIYNCVZTL,35,2,e,1
12821,0,GG,drass,0,Test,2401,1,AFQKLIYNCVZTL,36,2,a,0
12822,1,worst,tmuhriz,1,Catch,3015,0,AFQKLIYNCVZTL,37,2,,0
12823,1,best,spellion,1,Catch,3711,1,AFQKLIYNCVZTL,38,2,,1
12833,1,worst,psafzotrl,1,Catch,6100,0,AGBLVZJFLIBKO,3,1,,1
12834,1,GB,brafsh,0,Test,3208,0,AGBLVZJFLIBKO,4,1,a,1
12835,1,GB,flepk,0,Test,2606,1,AGBLVZJFLIBKO,5,1,e,0
12836,1,BB,shpishk,1,Test,1655,0,AGBLVZJFLIBKO,6,1,i,1
12837,1,GB,skuthp,0,Test,3904,0,AGBLVZJFLIBKO,7,1,u,1
12838,0,GG,gloo,0,Test,2848,1,AGBLVZJFLIBKO,8,1,oo,0
12839,1,best,bressic,1,Catch,2956,1,AGBLVZJFLIBKO,9,1,,0
12840,1,worst,kflisgwevr,1,Catch,1661,1,AGBLVZJFLIBKO,10,1,,1
12841,1,worst,tmuhriz,1,Catch,8393,0,AGBLVZJFLIBKO,11,1,,1
12842,1,best,claffer,1,Catch,2815,1,AGBLVZJFLIBKO,12,1,,1
12843,1,worst,lbafthrizk,1,Catch,2120,0,AGBLVZJFLIBKO,13,1,,1
12844,1,BB,shtopk,1,Test,3119,0,AGBLVZJFLIBKO,14,1,o,1
12845,1,worst,wlratlumr,1,Catch,6735,1,AGBLVZJFLIBKO,15,1,,0
12846,1,GB,slemth,0,Test,4752,0,AGBLVZJFLIBKO,16,1,e,0
12847,1,best,spellion,1,Catch,3086,1,AGBLVZJFLIBKO,17,1,,1
12848,1,worst,zgdokpevf,1,Catch,1831,0,AGBLVZJFLIBKO,18,1,,0
12849,1,best,merly,1,Catch,5656,1,AGBLVZJFLIBKO,19,1,,0
12850,0,BG,dlood,1,Test,5377,1,AGBLVZJFLIBKO,20,1,oo,0
12851,1,GB,prad,0,Test,5047,1,AGBLVZJFLIBKO,21,1,a,1
12852,0,BG,thnoop,1,Test,3797,1,AGBLVZJFLIBKO,22,1,oo,1
12853,0,GG,krizz,0,Test,2229,1,AGBLVZJFLIBKO,23,1,i,1
12854,0,GG,shrell,0,Test,1461,1,AGBLVZJFLIBKO,24,1,e,0
12855,1,best,frotion,1,Catch,4232,1,AGBLVZJFLIBKO,25,1,,0
12856,1,best,dellous,1,Catch,4830,1,AGBLVZJFLIBKO,26,1,,1
12857,1,BB,thmathf,1,Test,3928,0,AGBLVZJFLIBKO,27,1,a,1
12858,0,BG,zmen,1,Test,5150,1,AGBLVZJFLIBKO,28,1,e,1
12859,0,BG,shpeff,1,Test,4248,0,AGBLVZJFLIBKO,29,1,e,1
12860,0,GG,froom,0,Test,1831,1,AGBLVZJFLIBKO,30,1,oo,0
12861,1,BB,shtithp,1,Test,3678,0,AGBLVZJFLIBKO,31,1,i,0
12862,1,BB,thnathf,1,Test,2877,0,AGBLVZJFLIBKO,32,1,a,1
12863,0,BG,shlock,1,Test,1767,1,AGBLVZJFLIBKO,33,1,o,1
12864,1,GB,trusf,0,Test,2331,0,AGBLVZJFLIBKO,34,1,u,0
12865,0,GG,thrit,0,Test,3291,1,AGBLVZJFLIBKO,35,1,i,1
12866,0,GG,blom,0,Test,1647,1,AGBLVZJFLIBKO,36,1,o,1
12867,1,BB,shlokp,1,Test,2474,0,AGBLVZJFLIBKO,37,1,o,0
12868,0,BG,hrul,1,Test,3196,1,AGBLVZJFLIBKO,38,1,u,0
12959,1,worst,kflisgwevr,1,Catch,4645,0,AH31QLJ57XC8W,3,1,,0
12960,1,best,bressic,1,Catch,1517,1,AH31QLJ57XC8W,4,1,,1
12961,0,BG,dlood,1,Test,2975,1,AH31QLJ57XC8W,5,1,oo,1
12962,1,GB,skuthp,0,Test,13866,0,AH31QLJ57XC8W,6,1,u,0
12963,1,worst,tmuhriz,1,Catch,3526,0,AH31QLJ57XC8W,7,1,,0
12964,0,BG,hrul,1,Test,2691,0,AH31QLJ57XC8W,8,1,u,1
12965,0,GG,shrell,0,Test,1235,0,AH31QLJ57XC8W,9,1,e,0
12966,1,BB,shtithp,1,Test,6547,1,AH31QLJ57XC8W,10,1,i,0
12967,0,BG,shlock,1,Test,845,0,AH31QLJ57XC8W,11,1,o,1
12968,1,GB,trusf,0,Test,5119,1,AH31QLJ57XC8W,12,1,u,0
12969,1,best,spellion,1,Catch,786,1,AH31QLJ57XC8W,13,1,,0
12970,1,BB,shtopk,1,Test,749,1,AH31QLJ57XC8W,14,1,o,0
12971,0,BG,zmen,1,Test,730,0,AH31QLJ57XC8W,15,1,e,1
12972,1,BB,shlokp,1,Test,953,0,AH31QLJ57XC8W,16,1,o,0
12973,1,best,frotion,1,Catch,2368,0,AH31QLJ57XC8W,17,1,,0
12974,1,GB,prad,0,Test,1938,1,AH31QLJ57XC8W,18,1,a,0
12975,1,worst,psafzotrl,1,Catch,5488,0,AH31QLJ57XC8W,19,1,,1
12976,1,GB,slemth,0,Test,995,1,AH31QLJ57XC8W,20,1,e,1
12977,1,BB,thnathf,1,Test,1469,0,AH31QLJ57XC8W,21,1,a,1
12978,1,GB,flepk,0,Test,1894,0,AH31QLJ57XC8W,22,1,e,1
12979,1,best,claffer,1,Catch,1048,0,AH31QLJ57XC8W,23,1,,1
12980,0,GG,froom,0,Test,6852,1,AH31QLJ57XC8W,24,1,oo,0
12981,0,GG,gloo,0,Test,3214,0,AH31QLJ57XC8W,25,1,oo,1
12982,0,GG,blom,0,Test,4307,0,AH31QLJ57XC8W,26,1,o,1
12983,1,BB,thmathf,1,Test,6106,0,AH31QLJ57XC8W,27,1,a,1
12984,0,GG,krizz,0,Test,7294,1,AH31QLJ57XC8W,28,1,i,0
12985,0,BG,shpeff,1,Test,714,1,AH31QLJ57XC8W,29,1,e,0
12986,0,BG,thnoop,1,Test,6060,1,AH31QLJ57XC8W,30,1,oo,1
12987,1,worst,zgdokpevf,1,Catch,3793,1,AH31QLJ57XC8W,31,1,,0
12988,1,worst,lbafthrizk,1,Catch,3570,1,AH31QLJ57XC8W,32,1,,1
12989,1,best,dellous,1,Catch,303,1,AH31QLJ57XC8W,33,1,,0
12990,0,GG,thrit,0,Test,1458,0,AH31QLJ57XC8W,34,1,i,1
12991,1,worst,wlratlumr,1,Catch,2539,1,AH31QLJ57XC8W,35,1,,0
12992,1,best,merly,1,Catch,3335,1,AH31QLJ57XC8W,36,1,,0
12993,1,BB,shpishk,1,Test,4255,1,AH31QLJ57XC8W,37,1,i,0
12994,1,GB,brafsh,0,Test,4230,1,AH31QLJ57XC8W,38,1,a,0
13124,0,BG,dlood,1,Test,3923,1,AIP86A0A63QKK,3,1,oo,1
13125,1,BB,thmathf,1,Test,2173,1,AIP86A0A63QKK,4,1,a,1
13126,0,GG,krizz,0,Test,1111,1,AIP86A0A63QKK,5,1,i,1
13127,1,BB,shpishk,1,Test,9038,0,AIP86A0A63QKK,6,1,i,0
13128,1,BB,shtithp,1,Test,2719,0,AIP86A0A63QKK,7,1,i,0
13129,1,GB,trusf,0,Test,4503,1,AIP86A0A63QKK,8,1,u,1
13130,1,best,bressic,1,Catch,1791,1,AIP86A0A63QKK,9,1,,0
13131,1,GB,skuthp,0,Test,3206,1,AIP86A0A63QKK,10,1,u,0
13132,0,BG,thnoop,1,Test,1703,1,AIP86A0A63QKK,11,1,oo,1
13133,1,GB,prad,0,Test,2951,1,AIP86A0A63QKK,12,1,a,1
13134,0,BG,hrul,1,Test,1791,1,AIP86A0A63QKK,13,1,u,1
13135,1,best,spellion,1,Catch,2335,1,AIP86A0A63QKK,14,1,,0
13136,0,GG,froom,0,Test,1304,1,AIP86A0A63QKK,15,1,oo,0
13137,1,best,claffer,1,Catch,1431,1,AIP86A0A63QKK,16,1,,0
13138,1,GB,flepk,0,Test,2598,1,AIP86A0A63QKK,17,1,e,1
13139,1,GB,slemth,0,Test,1583,1,AIP86A0A63QKK,18,1,e,0
13140,0,BG,shpeff,1,Test,1751,1,AIP86A0A63QKK,19,1,e,0
13141,0,GG,shrell,0,Test,1151,1,AIP86A0A63QKK,20,1,e,0
13142,1,BB,shlokp,1,Test,3167,0,AIP86A0A63QKK,21,1,o,1
13143,1,worst,psafzotrl,1,Catch,1871,0,AIP86A0A63QKK,22,1,,0
13144,1,GB,brafsh,0,Test,2215,0,AIP86A0A63QKK,23,1,a,0
13145,1,best,dellous,1,Catch,1000,1,AIP86A0A63QKK,24,1,,0
13146,1,best,frotion,1,Catch,1384,1,AIP86A0A63QKK,25,1,,1
13147,1,BB,shtopk,1,Test,3542,0,AIP86A0A63QKK,26,1,o,1
13148,1,worst,lbafthrizk,1,Catch,4520,0,AIP86A0A63QKK,27,1,,1
13149,0,GG,blom,0,Test,1102,1,AIP86A0A63QKK,28,1,o,1
13150,0,BG,shlock,1,Test,814,1,AIP86A0A63QKK,29,1,o,1
13151,1,worst,kflisgwevr,1,Catch,5471,0,AIP86A0A63QKK,30,1,,1
13152,1,worst,wlratlumr,1,Catch,4759,1,AIP86A0A63QKK,31,1,,1
13153,1,BB,thnathf,1,Test,4478,1,AIP86A0A63QKK,32,1,a,0
13154,1,worst,zgdokpevf,1,Catch,2399,0,AIP86A0A63QKK,33,1,,0
13155,0,BG,zmen,1,Test,2303,1,AIP86A0A63QKK,34,1,e,0
13156,0,GG,thrit,0,Test,1271,1,AIP86A0A63QKK,35,1,i,0
13157,1,worst,tmuhriz,1,Catch,2567,0,AIP86A0A63QKK,36,1,,1
13158,1,best,merly,1,Catch,1983,1,AIP86A0A63QKK,37,1,,1
13159,0,GG,gloo,0,Test,1136,1,AIP86A0A63QKK,38,1,oo,0
13249,0,GG,brack,0,Test,5645,1,AKA8DP72VWZKR,3,0,a,0
13250,0,GG,sle,0,Test,7037,1,AKA8DP72VWZKR,4,0,e,1
13251,0,GG,fleg,0,Test,2673,1,AKA8DP72VWZKR,5,0,e,1
13252,1,BB,hrootp,1,Test,3611,0,AKA8DP72VWZKR,6,0,oo,1
13253,1,worst,zgdokpevf,1,Catch,3843,0,AKA8DP72VWZKR,7,0,,0
13254,1,GB,kloothk,0,Test,4178,0,AKA8DP72VWZKR,8,0,oo,1
13255,1,best,frotion,1,Catch,3358,1,AKA8DP72VWZKR,9,0,,1
13256,1,GB,splokp,0,Test,3811,0,AKA8DP72VWZKR,10,0,o,0
13257,0,GG,skun,0,Test,2256,1,AKA8DP72VWZKR,11,0,u,1
13258,1,worst,lbafthrizk,1,Catch,3049,0,AKA8DP72VWZKR,12,0,,0
13259,1,worst,psafzotrl,1,Catch,2306,0,AKA8DP72VWZKR,13,0,,1
13260,0,BG,thnass,1,Test,3365,0,AKA8DP72VWZKR,14,0,a,0
13261,1,GB,plemth,0,Test,5149,1,AKA8DP72VWZKR,15,0,e,0
