,CodaViolation,Condition,Filler,Item,OnsetViolation,ReactionTime,SelectedTest,Subject,TestPosition,TrialNumber,Version,Vowel
1835,1,BB,skralk,7,1,1330,1,A2SYRFPPV9WDEG,1,19,0,i
1836,0,GG,skuck,20,0,1023,1,A2SYRFPPV9WDEG,0,20,0,u
1837,0,BG,shesp,6,1,1438,1,A2SYRFPPV9WDEG,1,21,0,a
1838,1,GB,glagd,1,0,1277,1,A2SYRFPPV9WDEG,0,22,0,e
1839,0,GG,gwald,8,0,1257,1,A2SYRFPPV9WDEG,1,23,0,e
1840,0,BG,blelth,22,1,1420,1,A2SYRFPPV9WDEG,1,24,0,i
1842,1,BB,felmth,19,1,1342,0,A2SYRFPPV9WDEG,1,26,0,e
1843,0,GG,skoths,12,0,1069,0,A2SYRFPPV9WDEG,0,27,0,a
1844,0,GG,trilb,0,0,1330,1,A2SYRFPPV9WDEG,1,28,0,a
1845,1,BB,sklime,3,1,1143,0,A2SYRFPPV9WDEG,0,29,0,i
1855,0,GG,throth,17,0,9096,1,A2TG7EEQ2XG2IK,0,2,3,oo
1856,0,GG,spelsh,5,0,4519,1,A2TG7EEQ2XG2IK,0,3,3,oo
1857,1,BB,gralfth,0,1,2404,0,A2TG7EEQ2XG2IK,1,4,3,a
1858,0,GG,sklime,1,0,3921,0,A2TG7EEQ2XG2IK,0,5,3,e
1859,0,GG,slils,21,0,2202,1,A2TG7EEQ2XG2IK,0,6,3,o
1860,0,BG,gwempt,11,1,4228,1,A2TG7EEQ2XG2IK,1,7,3,oo
1861,1,GB,gwald,10,0,4424,0,A2TG7EEQ2XG2IK,0,8,3,o
1862,1,GB,smim,2,0,3253,0,A2TG7EEQ2XG2IK,1,9,3,o
1863,1,GB,fashk,22,0,6008,1,A2TG7EEQ2XG2IK,0,10,3,i
1864,0,BG,skralk,3,1,2897,0,A2TG7EEQ2XG2IK,1,11,3,i
1866,1,BB,threlt,4,1,2322,0,A2TG7EEQ2XG2IK,0,13,3,u
1867,1,BB,glagd,16,1,5275,0,A2TG7EEQ2XG2IK,0,14,3,e
1868,0,BG,shrelth,7,1,4461,0,A2TG7EEQ2XG2IK,1,15,3,i
1870,1,GB,brur,6,0,2190,0,A2TG7EEQ2XG2IK,0,17,3,a
1871,1,BB,skuck,12,1,1930,0,A2TG7EEQ2XG2IK,1,18,3,a
1872,0,BG,skoths,23,1,3027,0,A2TG7EEQ2XG2IK,0,19,3,oo
1873,0,BG,felmth,15,1,3353,1,A2TG7EEQ2XG2IK,0,20,3,o
1874,0,GG,blelth,13,0,1681,1,A2TG7EEQ2XG2IK,1,21,3,e
1875,1,GB,flelg,14,0,2441,1,A2TG7EEQ2XG2IK,0,22,3,i
1876,1,BB,shesp,20,1,2085,0,A2TG7EEQ2XG2IK,0,23,3,u
1877,1,GB,sloond,18,0,1521,0,A2TG7EEQ2XG2IK,1,24,3,a
1878,0,GG,spup,9,0,1533,1,A2TG7EEQ2XG2IK,0,25,3,u
1879,0,BG,trilb,19,1,2265,1,A2TG7EEQ2XG2IK,1,26,3,e
1880,1,BB,dwoond,8,1,1570,0,A2TG7EEQ2XG2IK,1,27,3,e
1892,0,GG,flelg,3,0,10125,1,A2ZZT874YBX28H,1,2,1,i
1893,1,GB,spup,8,0,9108,0,A2ZZT874YBX28H,0,3,1,e
1894,0,BG,threlt,9,1,2796,0,A2ZZT874YBX28H,1,4,1,u
1897,0,GG,glagd,19,0,2110,1,A2ZZT874YBX28H,1,7,1,e
1898,0,GG,fashk,11,0,1782,1,A2ZZT874YBX28H,0,8,1,oo
1899,0,BG,gwempt,21,1,7173,0,A2ZZT874YBX28H,1,9,1,o
1900,1,BB,skoths,14,1,7182,1,A2ZZT874YBX28H,0,10,1,i
1901,1,GB,skuck,16,0,1751,0,A2ZZT874YBX28H,0,11,1,e
1902,1,BB,smim,6,1,3837,0,A2ZZT874YBX28H,1,12,1,a
1903,0,BG,sklime,13,1,3343,0,A2ZZT874YBX28H,0,13,1,e
1904,0,BG,throth,17,1,1728,0,A2ZZT874YBX28H,1,14,1,oo
1905,1,GB,sloond,12,0,2563,0,A2ZZT874YBX28H,1,15,1,a
1906,0,GG,blelth,15,0,2022,1,A2ZZT874YBX28H,1,16,1,o
1907,0,BG,skralk,1,1,3191,0,A2ZZT874YBX28H,1,17,1,e
1909,1,BB,felmth,18,1,1614,0,A2ZZT874YBX28H,1,19,1,a
1910,0,BG,dwoond,5,1,2654,1,A2ZZT874YBX28H,0,20,1,oo
1911,1,GB,gwald,0,0,2974,0,A2ZZT874YBX28H,1,21,1,a
1912,1,BB,trilb,10,1,2599,0,A2ZZT874YBX28H,1,22,1,o
1913,1,BB,gralfth,22,1,2534,0,A2ZZT874YBX28H,1,23,1,i
1914,1,GB,shesp,20,0,1584,0,A2ZZT874YBX28H,0,24,1,u
1915,0,GG,slils,23,0,2670,1,A2ZZT874YBX28H,1,25,1,oo
1917,1,BB,shrelth,2,1,1350,0,A2ZZT874YBX28H,0,27,1,o
1918,0,GG,brur,7,0,2814,1,A2ZZT874YBX28H,0,28,1,i
1919,1,GB,spelsh,4,0,1654,0,A2ZZT874YBX28H,0,29,1,u
1929,1,BB,gwempt,0,1,11791,0,A30AFC17LLJFV6,0,2,3,a
1930,1,BB,skoths,20,1,5576,0,A30AFC17LLJFV6,1,3,3,u
1931,0,GG,gralfth,9,0,6537,1,A30AFC17LLJFV6,1,4,3,u
1933,0,GG,blelth,13,0,2321,1,A30AFC17LLJFV6,0,6,3,e
1934,1,GB,flelg,10,0,15615,1,A30AFC17LLJFV6,1,7,3,o
1935,1,GB,threlt,22,0,2780,1,A30AFC17LLJFV6,0,8,3,i
1936,0,BG,gwald,3,1,2309,1,A30AFC17LLJFV6,1,9,3,i
1938,0,GG,skuck,17,0,2814,0,A30AFC17LLJFV6,0,11,3,oo
1939,1,BB,brur,16,1,2381,0,A30AFC17LLJFV6,0,12,3,e
1940,0,BG,shesp,7,1,2638,1,A30AFC17LLJFV6,0,13,3,i
1941,0,BG,sloond,23,1,2460,0,A30AFC17LLJFV6,0,14,3,oo
1942,1,BB,dwoond,12,1,2046,0,A30AFC17LLJFV6,0,15,3,a
1943,1,GB,spelsh,6,0,2061,0,A30AFC17LLJFV6,0,16,3,a
1944,1,GB,spup,18,0,1956,0,A30AFC17LLJFV6,0,17,3,a
1945,1,GB,slils,2,0,1741,0,A30AFC17LLJFV6,1,18,3,o
1946,1,BB,throth,8,1,1566,0,A30AFC17LLJFV6,0,19,3,e
1947,0,BG,trilb,15,1,2342,0,A30AFC17LLJFV6,0,20,3,o
1948,0,BG,glagd,11,1,2246,1,A30AFC17LLJFV6,1,21,3,oo
1949,1,BB,skralk,4,1,1837,0,A30AFC17LLJFV6,1,22,3,u
1950,0,BG,sklime,19,1,2189,0,A30AFC17LLJFV6,0,23,3,e
1951,0,GG,smim,5,0,2580,1,A30AFC17LLJFV6,1,24,3,oo
1954,0,GG,shrelth,1,0,1494,1,A30AFC17LLJFV6,1,27,3,e
1955,1,GB,felmth,14,0,3246,0,A30AFC17LLJFV6,1,28,3,i
1956,0,GG,fashk,21,0,1590,1,A30AFC17LLJFV6,1,29,3,o
2003,1,BB,brur,5,1,6220,0,A34YD9P7KI4RF,0,2,2,oo
2004,0,BG,sloond,16,1,1952,0,A34YD9P7KI4RF,1,3,2,e
2005,0,GG,gwald,14,0,2537,1,A34YD9P7KI4RF,0,4,2,i
2006,1,BB,skoths,17,1,2066,0,A34YD9P7KI4RF,1,5,2,oo
2007,0,GG,skuck,22,0,3258,1,A34YD9P7KI4RF,1,6,2,i
2008,0,BG,shrelth,12,1,2746,0,A34YD9P7KI4RF,0,7,2,a
2009,1,BB,flelg,9,1,3210,0,A34YD9P7KI4RF,0,8,2,u
2011,0,GG,threlt,2,0,1603,1,A34YD9P7KI4RF,0,10,2,o
2012,0,GG,smim,6,0,1970,1,A34YD9P7KI4RF,0,11,2,a
2013,1,BB,skralk,1,1,2386,0,A34YD9P7KI4RF,1,12,2,e
2014,1,GB,felmth,23,0,3042,1,A34YD9P7KI4RF,0,13,2,oo
2015,0,BG,gwempt,4,1,2450,0,A34YD9P7KI4RF,0,14,2,u
2016,0,BG,trilb,0,1,3691,0,A34YD9P7KI4RF,1,15,2,a
2017,1,GB,shesp,7,0,2139,0,A34YD9P7KI4RF,0,16,2,i
2018,0,GG,gralfth,10,0,2361,1,A34YD9P7KI4RF,1,17,2,o
2019,0,GG,throth,18,0,3266,1,A34YD9P7KI4RF,1,18,2,a
2020,1,GB,sklime,15,0,2722,0,A34YD9P7KI4RF,1,19,2,o
2021,1,GB,slils,19,0,2404,0,A34YD9P7KI4RF,1,20,2,e
2022,1,GB,spelsh,3,0,2578,0,A34YD9P7KI4RF,1,21,2,i
2023,1,BB,glagd,13,1,2194,0,A34YD9P7KI4RF,1,22,2,e
2024,0,BG,spup,8,1,2986,0,A34YD9P7KI4RF,1,23,2,e
2025,1,BB,blelth,21,1,3211,0,A34YD9P7KI4RF,1,24,2,o
2028,0,BG,fashk,20,1,3370,0,A34YD9P7KI4RF,1,27,2,u
2029,1,GB,dwoond,11,0,5291,1,A34YD9P7KI4RF,0,28,2,oo
2077,0,BG,gwempt,23,1,11050,0,A382OV019QLW6H,0,2,3,oo
2078,0,BG,trilb,7,1,4628,1,A382OV019QLW6H,0,3,3,i
2079,0,GG,skralk,21,0,2425,1,A382OV019QLW6H,1,4,3,o
2080,1,GB,spelsh,10,0,3177,0,A382OV019QLW6H,1,5,3,o
2081,1,GB,skoths,2,0,3220,0,A382OV019QLW6H,1,6,3,o
2082,1,GB,throth,6,0,1758,0,A382OV019QLW6H,0,7,3,a
2083,0,BG,fashk,11,1,7572,0,A382OV019QLW6H,0,8,3,oo
2084,0,GG,brur,5,0,3322,1,A382OV019QLW6H,1,9,3,oo
2085,1,BB,shrelth,12,1,1975,0,A382OV019QLW6H,1,10,3,a
2086,1,BB,gwald,8,1,2938,0,A382OV019QLW6H,1,11,3,e
2087,1,BB,skuck,20,1,2064,0,A382OV019QLW6H,1,12,3,u
2088,0,GG,threlt,1,0,1943,1,A382OV019QLW6H,1,13,3,e
2090,1,BB,sloond,0,1,2195,0,A382OV019QLW6H,1,15,3,a
2091,0,BG,blelth,3,1,3649,0,A382OV019QLW6H,1,16,3,i
2092,0,GG,flelg,9,0,1551,1,A382OV019QLW6H,0,17,3,u
2093,1,BB,slils,4,1,2895,0,A382OV019QLW6H,0,18,3,u
2094,1,GB,spup,22,0,3346,0,A382OV019QLW6H,0,19,3,i
2096,0,BG,shesp,15,1,1692,0,A382OV019QLW6H,1,21,3,o
2097,0,BG,gralfth,19,1,3465,0,A382OV019QLW6H,1,22,3,e
2098,1,BB,sklime,16,1,3272,0,A382OV019QLW6H,0,23,3,e
2099,0,GG,glagd,13,0,1876,1,A382OV019QLW6H,1,24,3,e
2102,1,GB,felmth,18,0,4076,0,A382OV019QLW6H,1,27,3,a
2103,0,GG,dwoond,17,0,3716,0,A382OV019QLW6H,0,28,3,oo
2104,1,GB,smim,14,0,2635,0,A382OV019QLW6H,0,29,3,i
2151,1,BB,blelth,5,1,3511,0,A3BPTARPGHYU1N,0,2,2,oo
2152,0,GG,slils,2,0,4402,1,A3BPTARPGHYU1N,0,3,2,o
2153,1,BB,trilb,1,1,1712,0,A3BPTARPGHYU1N,0,4,2,e
2154,1,BB,skralk,9,1,2355,0,A3BPTARPGHYU1N,0,5,2,u
2155,1,GB,spelsh,7,0,4944,0,A3BPTARPGHYU1N,0,6,2,i
2156,0,GG,shesp,10,0,2693,1,A3BPTARPGHYU1N,0,7,2,o
2158,0,BG,glagd,20,1,3876,1,A3BPTARPGHYU1N,1,9,2,u
2159,1,BB,dwoond,17,1,2068,0,A3BPTARPGHYU1N,0,10,2,oo
2160,1,GB,felmth,19,0,1904,0,A3BPTARPGHYU1N,1,11,2,e
2161,1,BB,shrelth,13,1,1373,0,A3BPTARPGHYU1N,0,12,2,e
2162,0,BG,flelg,4,1,1878,0,A3BPTARPGHYU1N,1,13,2,u
2163,0,GG,threlt,14,0,2038,1,A3BPTARPGHYU1N,1,14,2,i
2164,1,GB,skoths,3,0,2300,0,A3BPTARPGHYU1N,1,15,2,i
2165,1,GB,smim,11,0,4088,1,A3BPTARPGHYU1N,1,16,2,oo
2166,0,GG,spup,22,0,1639,1,A3BPTARPGHYU1N,0,17,2,i
2170,0,BG,gwempt,8,1,2169,1,A3BPTARPGHYU1N,0,21,2,e
2171,0,BG,throth,16,1,1278,0,A3BPTARPGHYU1N,0,22,2,e
2172,1,GB,brur,15,0,1645,0,A3BPTARPGHYU1N,1,23,2,o
2173,0,GG,gwald,6,0,1237,1,A3BPTARPGHYU1N,1,24,2,a
2174,1,GB,skuck,23,0,1751,0,A3BPTARPGHYU1N,1,25,2,oo
2175,0,BG,sloond,12,1,1940,0,A3BPTARPGHYU1N,1,26,2,a
2176,0,GG,fashk,18,0,1353,1,A3BPTARPGHYU1N,0,27,2,a
2177,0,BG,sklime,0,1,1814,0,A3BPTARPGHYU1N,0,28,2,a
2178,1,BB,gralfth,21,1,2222,0,A3BPTARPGHYU1N,0,29,2,o
2188,0,BG,spelsh,12,1,9408,0,A3DDFEQ9K0H93C,0,2,2,a
2191,0,GG,gralfth,2,0,1829,1,A3DDFEQ9K0H93C,0,5,2,o
2192,1,GB,sloond,11,0,2186,0,A3DDFEQ9K0H93C,1,6,2,oo
2193,0,GG,gwald,14,0,3665,1,A3DDFEQ9K0H93C,0,7,2,i
2194,1,GB,sklime,7,0,2176,0,A3DDFEQ9K0H93C,0,8,2,i
2195,0,BG,brur,0,1,5573,1,A3DDFEQ9K0H93C,0,9,2,a
2196,0,BG,trilb,16,1,2130,0,A3DDFEQ9K0H93C,0,10,2,e
2197,1,BB,threlt,17,1,1596,0,A3DDFEQ9K0H93C,1,11,2,oo
2198,0,BG,skoths,20,1,1969,0,A3DDFEQ9K0H93C,0,12,2,u
2199,0,BG,blelth,4,1,2051,0,A3DDFEQ9K0H93C,0,13,2,u
2201,1,BB,spup,1,1,3919,0,A3DDFEQ9K0H93C,0,15,2,e
2202,0,GG,dwoond,18,0,1883,1,A3DDFEQ9K0H93C,0,16,2,a
2203,1,BB,slils,9,1,2799,0,A3DDFEQ9K0H93C,1,17,2,u
2204,1,BB,shesp,5,1,2595,0,A3DDFEQ9K0H93C,1,18,2,oo
2206,1,GB,felmth,19,0,3218,0,A3DDFEQ9K0H93C,1,20,2,e
2207,0,GG,smim,10,0,2370,1,A3DDFEQ9K0H93C,0,21,2,o
2208,0,GG,fashk,22,0,3592,1,A3DDFEQ9K0H93C,0,22,2,i
2209,0,BG,skuck,8,1,2056,0,A3DDFEQ9K0H93C,1,23,2,e
2210,1,BB,shrelth,21,1,1581,0,A3DDFEQ9K0H93C,1,24,2,o
2211,1,GB,glagd,15,0,2662,1,A3DDFEQ9K0H93C,0,25,2,o
2212,1,GB,throth,23,0,2182,0,A3DDFEQ9K0H93C,0,26,2,oo
2213,1,BB,skralk,13,1,2717,0,A3DDFEQ9K0H93C,1,27,2,e
2214,0,GG,gwempt,6,0,1398,1,A3DDFEQ9K0H93C,1,28,2,a
2215,1,GB,flelg,3,0,8696,1,A3DDFEQ9K0H93C,1,29,2,i
2225,0,GG,skralk,21,0,8693,1,A3EDFNG7NA7V0I,0,2,3,o
2226,0,GG,sklime,13,0,5638,0,A3EDFNG7NA7V0I,0,3,3,e
2227,0,GG,gralfth,5,0,4384,1,A3EDFNG7NA7V0I,1,4,3,oo
2228,0,BG,spup,23,1,8214,1,A3EDFNG7NA7V0I,0,5,3,oo
2229,1,GB,threlt,6,0,4729,0,A3EDFNG7NA7V0I,1,6,3,a
2230,1,BB,blelth,20,1,2413,0,A3EDFNG7NA7V0I,0,7,3,u
2231,0,BG,shesp,19,1,4789,0,A3EDFNG7NA7V0I,1,8,3,e
2232,0,GG,skuck,1,0,5006,1,A3EDFNG7NA7V0I,0,9,3,e
2233,0,GG,flelg,17,0,7674,1,A3EDFNG7NA7V0I,1,10,3,oo
2234,1,GB,spelsh,14,0,4362,0,A3EDFNG7NA7V0I,0,11,3,i
2236,1,BB,throth,4,1,2012,0,A3EDFNG7NA7V0I,0,13,3,u
2237,1,GB,felmth,10,0,2245,0,A3EDFNG7NA7V0I,0,14,3,o
2238,1,GB,trilb,22,0,5576,0,A3EDFNG7NA7V0I,0,15,3,i
2239,0,BG,fashk,3,1,4713,1,A3EDFNG7NA7V0I,1,16,3,i
2240,0,BG,smim,7,1,8510,0,A3EDFNG7NA7V0I,1,17,3,i
2241,1,GB,sloond,18,0,4100,0,A3EDFNG7NA7V0I,1,18,3,a
2242,0,GG,dwoond,9,0,2592,1,A3EDFNG7NA7V0I,0,19,3,u
2243,0,BG,gwempt,15,1,3756,1,A3EDFNG7NA7V0I,1,20,3,o
2244,1,BB,shrelth,8,1,2855,0,A3EDFNG7NA7V0I,0,21,3,e
2246,1,BB,glagd,12,1,8428,0,A3EDFNG7NA7V0I,1,23,3,a
2247,0,BG,gwald,11,1,6558,0,A3EDFNG7NA7V0I,0,24,3,oo
2248,1,GB,slils,2,0,3829,0,A3EDFNG7NA7V0I,1,25,3,o
2250,1,BB,skoths,0,1,3240,0,A3EDFNG7NA7V0I,0,27,3,a
2252,1,BB,brur,16,1,4627,0,A3EDFNG7NA7V0I,0,29,3,e
2262,1,BB,slils,7,1,10781,0,A3GBJV9JMT1I2I,1,2,0,i
2263,0,GG,sloond,16,0,5413,1,A3GBJV9JMT1I2I,0,3,0,e
2264,0,BG,blelth,14,1,13912,0,A3GBJV9JMT1I2I,1,4,0,i
2265,1,BB,throth,11,1,2764,0,A3GBJV9JMT1I2I,1,5,0,oo
2266,1,GB,spelsh,17,0,2565,0,A3GBJV9JMT1I2I,0,6,0,oo
2267,0,GG,smim,8,0,3798,1,A3GBJV9JMT1I2I,0,7,0,e
2268,1,GB,brur,5,0,4529,0,A3GBJV9JMT1I2I,1,8,0,oo
2269,1,BB,gwempt,15,1,5083,0,A3GBJV9JMT1I2I,1,9,0,o
2270,0,GG,skoths,0,0,7584,1,A3GBJV9JMT1I2I,0,10,0,a
2271,1,GB,skralk,13,0,9744,0,A3GBJV9JMT1I2I,0,11,0,e
2272,0,BG,flelg,18,1,3485,1,A3GBJV9JMT1I2I,1,12,0,a
2274,0,BG,shesp,6,1,13740,1,A3GBJV9JMT1I2I,0,14,0,a
2275,1,GB,spup,1,0,2027,0,A3GBJV9JMT1I2I,1,15,0,e
2276,0,GG,shrelth,20,0,4914,0,A3GBJV9JMT1I2I,0,16,0,u
2277,1,BB,trilb,23,1,2654,0,A3GBJV9JMT1I2I,1,17,0,oo
2279,0,BG,skuck,10,1,4305,0,A3GBJV9JMT1I2I,1,19,0,o
2280,0,GG,sklime,4,0,2917,1,A3GBJV9JMT1I2I,0,20,0,u
2281,1,BB,felmth,19,1,4133,0,A3GBJV9JMT1I2I,0,21,0,e
2282,0,GG,glagd,12,0,1716,1,A3GBJV9JMT1I2I,1,22,0,a
2283,0,BG,gwald,2,1,2332,0,A3GBJV9JMT1I2I,0,23,0,o
2284,1,BB,dwoond,3,1,2491,0,A3GBJV9JMT1I2I,0,24,0,i
2285,1,GB,gralfth,9,0,3910,0,A3GBJV9JMT1I2I,1,25,0,u
2287,1,GB,fashk,21,0,10871,0,A3GBJV9JMT1I2I,1,27,0,o
2288,0,BG,threlt,22,1,2909,0,A3GBJV9JMT1I2I,0,28,0,i
2299,0,BG,felmth,22,1,7802,1,A3I8JTW0DM3KM8,1,2,0,i
2301,1,BB,gralfth,11,1,3824,0,A3I8JTW0DM3KM8,1,4,0,oo
2302,1,GB,flelg,9,0,3174,0,A3I8JTW0DM3KM8,1,5,0,u
2303,1,BB,fashk,19,1,1927,0,A3I8JTW0DM3KM8,1,6,0,e
2305,0,BG,skralk,18,1,2886,1,A3I8JTW0DM3KM8,1,8,0,a
2306,1,BB,skoths,23,1,5640,0,A3I8JTW0DM3KM8,0,9,0,oo
2307,0,GG,gwald,8,0,5554,1,A3I8JTW0DM3KM8,0,10,0,e
2308,0,BG,spup,2,1,4431,0,A3I8JTW0DM3KM8,0,11,0,o
2309,1,GB,spelsh,21,0,2420,0,A3I8JTW0DM3KM8,0,12,0,o
2310,1,BB,glagd,15,1,4621,0,A3I8JTW0DM3KM8,1,13,0,o
2311,1,GB,skuck,1,0,3966,0,A3I8JTW0DM3KM8,1,14,0,e
2312,1,GB,brur,13,0,3165,0,A3I8JTW0DM3KM8,0,15,0,e
2313,0,GG,throth,0,0,2355,0,A3I8JTW0DM3KM8,0,16,0,a
2315,0,GG,shrelth,20,0,2093,1,A3I8JTW0DM3KM8,1,18,0,u
2316,0,GG,blelth,16,0,2247,1,A3I8JTW0DM3KM8,1,19,0,e
2317,1,GB,shesp,5,0,3817,0,A3I8JTW0DM3KM8,1,20,0,oo
2318,0,BG,sklime,10,1,4134,1,A3I8JTW0DM3KM8,1,21,0,o
2319,0,GG,smim,12,0,3317,1,A3I8JTW0DM3KM8,1,22,0,a
2320,0,GG,slils,4,0,3923,1,A3I8JTW0DM3KM8,1,23,0,u
2322,0,BG,dwoond,6,1,1737,1,A3I8JTW0DM3KM8,1,25,0,a
2323,0,BG,threlt,14,1,1855,0,A3I8JTW0DM3KM8,0,26,0,i
2324,1,BB,sloond,3,1,3022,0,A3I8JTW0DM3KM8,1,27,0,i
2325,1,GB,trilb,17,0,1756,0,A3I8JTW0DM3KM8,0,28,0,oo
2326,1,BB,gwempt,7,1,1775,0,A3I8JTW0DM3KM8,0,29,0,i
2336,1,BB,gwempt,3,1,18088,0,A3KGAO7P31X2CB,1,2,0,i
2338,1,BB,gralfth,19,1,2392,0,A3KGAO7P31X2CB,0,4,0,e
2339,0,BG,fashk,10,1,2279,1,A3KGAO7P31X2CB,1,5,0,o
2340,1,GB,sloond,13,0,5537,0,A3KGAO7P31X2CB,0,6,0,e
2341,0,GG,dwoond,4,0,1811,1,A3KGAO7P31X2CB,1,7,0,u
2342,0,BG,skoths,6,1,1769,0,A3KGAO7P31X2CB,0,8,0,a
2343,1,BB,skuck,11,1,3063,0,A3KGAO7P31X2CB,0,9,0,oo
2344,0,BG,skralk,14,1,1791,0,A3KGAO7P31X2CB,0,10,0,i
2345,0,GG,gwald,16,0,1698,1,A3KGAO7P31X2CB,1,11,0,e
2346,1,GB,brur,17,0,2596,0,A3KGAO7P31X2CB,1,12,0,oo
2347,1,BB,shesp,23,1,3912,0,A3KGAO7P31X2CB,0,13,0,oo
2348,1,GB,blelth,9,0,2581,0,A3KGAO7P31X2CB,1,14,0,u
2349,0,BG,spelsh,18,1,1205,0,A3KGAO7P31X2CB,0,15,0,a
2350,1,BB,trilb,15,1,1312,0,A3KGAO7P31X2CB,0,16,0,o
2352,0,BG,throth,22,1,1768,0,A3KGAO7P31X2CB,0,18,0,i
2353,0,GG,sklime,8,0,1719,1,A3KGAO7P31X2CB,0,19,0,e
2354,1,GB,felmth,21,0,3627,0,A3KGAO7P31X2CB,0,20,0,o
2356,0,BG,threlt,2,1,1265,0,A3KGAO7P31X2CB,1,22,0,o
2357,0,GG,glagd,12,0,1337,1,A3KGAO7P31X2CB,0,23,0,a
2358,1,GB,shrelth,1,0,1355,0,A3KGAO7P31X2CB,1,24,0,e
2359,0,GG,spup,0,0,948,1,A3KGAO7P31X2CB,0,25,0,a
2361,0,GG,slils,20,0,1265,1,A3KGAO7P31X2CB,0,27,0,u
2362,1,GB,flelg,5,0,1387,1,A3KGAO7P31X2CB,0,28,0,oo
2363,1,BB,smim,7,1,1854,0,A3KGAO7P31X2CB,1,29,0,i
2375,0,BG,flelg,3,1,4972,0,A3KSOAD08L2DGK,0,4,3,i
2376,1,GB,blelth,22,0,13474,1,A3KSOAD08L2DGK,1,5,3,i
2377,0,GG,spup,9,0,3531,1,A3KSOAD08L2DGK,1,6,3,u
2378,1,BB,gwempt,20,1,12684,1,A3KSOAD08L2DGK,1,7,3,u
2379,1,GB,sklime,10,0,7849,1,A3KSOAD08L2DGK,1,8,3,o
2380,0,GG,trilb,13,0,4737,1,A3KSOAD08L2DGK,0,9,3,e
2381,0,GG,gwald,1,0,3001,0,A3KSOAD08L2DGK,0,10,3,e
2382,1,BB,shesp,4,1,11780,1,A3KSOAD08L2DGK,1,11,3,u
2383,1,GB,smim,18,0,3496,1,A3KSOAD08L2DGK,1,12,3,a
2384,1,BB,glagd,0,1,10465,0,A3KSOAD08L2DGK,0,13,3,a
2385,1,GB,skoths,2,0,15236,1,A3KSOAD08L2DGK,1,14,3,o
2386,0,GG,fashk,21,0,5406,0,A3KSOAD08L2DGK,0,15,3,o
2387,0,BG,felmth,23,1,10968,0,A3KSOAD08L2DGK,0,16,3,oo
2388,1,GB,spelsh,14,0,9590,1,A3KSOAD08L2DGK,1,17,3,i
2389,0,BG,slils,19,1,5727,1,A3KSOAD08L2DGK,0,18,3,e
2390,1,BB,brur,16,1,4379,0,A3KSOAD08L2DGK,0,19,3,e
2391,0,BG,skralk,7,1,6035,0,A3KSOAD08L2DGK,0,20,3,i
2392,0,BG,throth,15,1,5429,0,A3KSOAD08L2DGK,1,21,3,o
2395,0,GG,sloond,5,0,6850,0,A3KSOAD08L2DGK,0,24,3,oo
2396,1,GB,skuck,6,0,7948,0,A3KSOAD08L2DGK,1,25,3,a
2397,0,BG,dwoond,11,1,14187,0,A3KSOAD08L2DGK,1,26,3,oo
2398,1,BB,threlt,8,1,6356,0,A3KSOAD08L2DGK,1,27,3,e
2399,1,BB,gralfth,12,1,10579,0,A3KSOAD08L2DGK,1,28,3,a
2400,0,GG,shrelth,17,0,5899,0,A3KSOAD08L2DGK,0,29,3,oo
2410,1,BB,spup,17,1,17844,0,A3MM9HW5JJF8WJ,0,2,2,oo
2411,0,GG,glagd,6,0,4539,1,A3MM9HW5JJF8WJ,0,3,2,a
2412,1,GB,skoths,19,0,4027,0,A3MM9HW5JJF8WJ,0,4,2,e
2413,0,GG,gralfth,2,0,3061,1,A3MM9HW5JJF8WJ,1,5,2,o
2415,1,BB,trilb,5,1,2876,0,A3MM9HW5JJF8WJ,1,7,2,oo
2416,1,GB,gwald,11,0,4174,0,A3MM9HW5JJF8WJ,0,8,2,oo
2418,0,BG,spelsh,12,1,4741,1,A3MM9HW5JJF8WJ,0,10,2,a
2419,0,GG,shrelth,22,0,3398,1,A3MM9HW5JJF8WJ,0,11,2,i
2420,1,GB,skuck,7,0,2526,0,A3MM9HW5JJF8WJ,0,12,2,i
2421,1,BB,dwoond,21,1,2655,0,A3MM9HW5JJF8WJ,0,13,2,o
2422,1,GB,gwempt,15,0,5772,0,A3MM9HW5JJF8WJ,0,14,2,o
2423,0,GG,smim,18,0,2361,1,A3MM9HW5JJF8WJ,0,15,2,a
2424,0,BG,slils,8,1,3616,1,A3MM9HW5JJF8WJ,1,16,2,e
2425,0,GG,fashk,14,0,2117,1,A3MM9HW5JJF8WJ,1,17,2,i
2426,1,BB,brur,13,1,1742,0,A3MM9HW5JJF8WJ,0,18,2,e
2427,0,BG,skralk,4,1,3174,0,A3MM9HW5JJF8WJ,1,19,2,u
2429,0,GG,shesp,10,0,1459,1,A3MM9HW5JJF8WJ,1,21,2,o
2430,0,BG,blelth,0,1,2616,1,A3MM9HW5JJF8WJ,1,22,2,a
2431,1,GB,sloond,23,0,2185,0,A3MM9HW5JJF8WJ,1,23,2,oo
2433,1,GB,throth,3,0,2230,0,A3MM9HW5JJF8WJ,1,25,2,i
2434,1,BB,felmth,1,1,2802,0,A3MM9HW5JJF8WJ,0,26,2,e
2435,0,BG,threlt,16,1,2432,0,A3MM9HW5JJF8WJ,1,27,2,e
2436,0,BG,sklime,20,1,2778,0,A3MM9HW5JJF8WJ,0,28,2,u
