,ChoseViolation,Item,NumberIterations,Permutation,ReactionTime,Segment,Subject,TestedOn,TrainedOn,TrialNumber,Violates,ViolationPosition
54937,0,442,3,1,3245,n,AABTF5HQECYWW,*NF,PlaceAssimilation,220,Place,0
54938,1,361,3,1,3312,d,AABTF5HQECYWW,*DF,PlaceAssimilation,221,Voicing,1
54940,1,373,3,1,2265,d,AABTF5HQECYWW,*DF,PlaceAssimilation,223,Voicing,0
54942,0,388,3,1,3873,b,AABTF5HQECYWW,*DF,PlaceAssimilation,225,Voicing,1
54943,0,439,3,1,4609,ng,AABTF5HQECYWW,*NF,PlaceAssimilation,226,Place,1
54944,1,364,3,1,3118,d,AABTF5HQECYWW,*DF,PlaceAssimilation,227,Voicing,1
54945,1,445,3,1,4603,ng,AABTF5HQECYWW,*NF,PlaceAssimilation,228,Place,1
54946,0,403,3,1,3000,b,AABTF5HQECYWW,*DF,PlaceAssimilation,229,Voicing,1
54947,1,412,3,1,5757,n,AABTF5HQECYWW,*NF,PlaceAssimilation,230,Place,0
54948,1,358,3,1,2610,d,AABTF5HQECYWW,*DF,PlaceAssimilation,231,Voicing,0
54950,0,385,3,1,3057,b,AABTF5HQECYWW,*DF,PlaceAssimilation,233,Voicing,1
54951,0,448,3,1,3331,n,AABTF5HQECYWW,*NF,PlaceAssimilation,234,Place,1
54952,1,382,3,1,6117,b,AABTF5HQECYWW,*DF,PlaceAssimilation,235,Voicing,1
54953,1,451,3,1,2022,ng,AABTF5HQECYWW,*NF,PlaceAssimilation,236,Place,1
54954,1,394,3,1,2668,b,AABTF5HQECYWW,*DF,PlaceAssimilation,237,Voicing,0
54955,0,415,3,1,2539,ng,AABTF5HQECYWW,*NF,PlaceAssimilation,238,Place,0
56475,1,418,5,1,17939,n,AC3P5IVOMONFB,*NF,PlaceAssimilation,289,Place,1
56476,1,403,5,1,5230,b,AC3P5IVOMONFB,*DF,PlaceAssimilation,290,Voicing,1
56477,1,451,5,1,3241,ng,AC3P5IVOMONFB,*NF,PlaceAssimilation,291,Place,0
56478,0,379,5,1,7623,b,AC3P5IVOMONFB,*DF,PlaceAssimilation,292,Voicing,1
56479,1,442,5,1,1947,n,AC3P5IVOMONFB,*NF,PlaceAssimilation,293,Place,0
56480,0,367,5,1,3416,d,AC3P5IVOMONFB,*DF,PlaceAssimilation,294,Voicing,1
56481,1,409,5,1,2670,ng,AC3P5IVOMONFB,*NF,PlaceAssimilation,295,Place,0
56482,0,397,5,1,2694,b,AC3P5IVOMONFB,*DF,PlaceAssimilation,296,Voicing,1
56483,1,439,5,1,9930,ng,AC3P5IVOMONFB,*NF,PlaceAssimilation,297,Place,1
56484,1,352,5,1,3912,d,AC3P5IVOMONFB,*DF,PlaceAssimilation,298,Voicing,1
56486,1,358,5,1,2125,d,AC3P5IVOMONFB,*DF,PlaceAssimilation,300,Voicing,1
56487,0,436,5,1,802,n,AC3P5IVOMONFB,*NF,PlaceAssimilation,301,Place,1
56488,0,346,5,1,6033,d,AC3P5IVOMONFB,*DF,PlaceAssimilation,302,Voicing,0
56490,0,349,5,1,3612,d,AC3P5IVOMONFB,*DF,PlaceAssimilation,304,Voicing,0
56491,1,454,5,1,1670,n,AC3P5IVOMONFB,*NF,PlaceAssimilation,305,Place,0
56492,0,388,5,1,11184,b,AC3P5IVOMONFB,*DF,PlaceAssimilation,306,Voicing,0
56493,1,457,5,1,4517,ng,AC3P5IVOMONFB,*NF,PlaceAssimilation,307,Place,1
56495,1,448,5,1,3057,n,AC3P5IVOMONFB,*NF,PlaceAssimilation,309,Place,1
56496,1,394,5,1,2185,b,AC3P5IVOMONFB,*DF,PlaceAssimilation,310,Voicing,1
56498,0,391,5,1,981,b,AC3P5IVOMONFB,*DF,PlaceAssimilation,312,Voicing,0
56499,1,421,5,1,4174,ng,AC3P5IVOMONFB,*NF,PlaceAssimilation,313,Place,0
56500,0,355,5,1,2395,d,AC3P5IVOMONFB,*DF,PlaceAssimilation,314,Voicing,0
56501,1,427,5,1,3640,ng,AC3P5IVOMONFB,*NF,PlaceAssimilation,315,Place,0
56502,1,382,5,1,4819,b,AC3P5IVOMONFB,*DF,PlaceAssimilation,316,Voicing,1
56503,1,412,5,1,5912,n,AC3P5IVOMONFB,*NF,PlaceAssimilation,317,Place,1
56504,0,385,5,1,4290,b,AC3P5IVOMONFB,*DF,PlaceAssimilation,318,Voicing,0
56505,1,406,5,1,2222,n,AC3P5IVOMONFB,*NF,PlaceAssimilation,319,Place,0
56506,1,361,5,1,2724,d,AC3P5IVOMONFB,*DF,PlaceAssimilation,320,Voicing,1
56507,1,415,5,1,2386,ng,AC3P5IVOMONFB,*NF,PlaceAssimilation,321,Place,0
56508,1,364,5,1,3581,d,AC3P5IVOMONFB,*DF,PlaceAssimilation,322,Voicing,0
56509,1,433,5,1,1961,ng,AC3P5IVOMONFB,*NF,PlaceAssimilation,323,Place,0
56511,0,445,5,1,801,ng,AC3P5IVOMONFB,*NF,PlaceAssimilation,325,Place,1
56513,0,463,5,1,7250,ng,AC3P5IVOMONFB,*NF,PlaceAssimilation,327,Place,0
56514,1,400,5,1,855,b,AC3P5IVOMONFB,*DF,PlaceAssimilation,328,Voicing,0
56515,1,430,5,1,725,n,AC3P5IVOMONFB,*NF,PlaceAssimilation,329,Place,1
56516,1,373,5,1,416,d,AC3P5IVOMONFB,*DF,PlaceAssimilation,330,Voicing,1
56521,1,460,5,1,1671,n,AC3P5IVOMONFB,*NF,PlaceAssimilation,335,Place,0
56522,0,376,5,1,5052,b,AC3P5IVOMONFB,*DF,PlaceAssimilation,336,Voicing,0
56523,0,424,5,1,1664,n,AC3P5IVOMONFB,*NF,PlaceAssimilation,337,Place,1
56524,1,370,5,1,60471,d,AC3P5IVOMONFB,*DF,PlaceAssimilation,338,Voicing,0
56621,0,430,1,0,6461,n,AC5UD8N187QD6,*NF,Devoicing,89,Place,0
56623,1,454,1,0,2372,n,AC5UD8N187QD6,*NF,Devoicing,91,Place,0
56624,1,358,1,0,3726,d,AC5UD8N187QD6,*DF,Devoicing,92,Voicing,1
56625,0,442,1,0,2333,n,AC5UD8N187QD6,*NF,Devoicing,93,Place,0
56626,1,400,1,0,3493,b,AC5UD8N187QD6,*DF,Devoicing,94,Voicing,0
56627,0,463,1,0,2846,ng,AC5UD8N187QD6,*NF,Devoicing,95,Place,0
56628,1,361,1,0,3860,d,AC5UD8N187QD6,*DF,Devoicing,96,Voicing,0
56629,1,439,1,0,3663,ng,AC5UD8N187QD6,*NF,Devoicing,97,Place,0
56630,1,367,1,0,2763,d,AC5UD8N187QD6,*DF,Devoicing,98,Voicing,1
56632,0,364,1,0,2805,d,AC5UD8N187QD6,*DF,Devoicing,100,Voicing,0
56633,0,418,1,0,1925,n,AC5UD8N187QD6,*NF,Devoicing,101,Place,0
56634,1,379,1,0,5494,b,AC5UD8N187QD6,*DF,Devoicing,102,Voicing,1
56636,1,382,1,0,2198,b,AC5UD8N187QD6,*DF,Devoicing,104,Voicing,1
56637,0,412,1,0,2152,n,AC5UD8N187QD6,*NF,Devoicing,105,Place,1
56638,1,376,1,0,3031,b,AC5UD8N187QD6,*DF,Devoicing,106,Voicing,0
56639,0,436,1,0,3679,n,AC5UD8N187QD6,*NF,Devoicing,107,Place,1
56640,1,355,1,0,2518,d,AC5UD8N187QD6,*DF,Devoicing,108,Voicing,1
56641,0,424,1,0,2005,n,AC5UD8N187QD6,*NF,Devoicing,109,Place,1
56642,0,385,1,0,4150,b,AC5UD8N187QD6,*DF,Devoicing,110,Voicing,1
56643,0,445,1,0,2797,ng,AC5UD8N187QD6,*NF,Devoicing,111,Place,1
56644,1,352,1,0,4989,d,AC5UD8N187QD6,*DF,Devoicing,112,Voicing,0
56645,0,427,1,0,1869,ng,AC5UD8N187QD6,*NF,Devoicing,113,Place,1
56646,1,373,1,0,2493,d,AC5UD8N187QD6,*DF,Devoicing,114,Voicing,1
56647,0,460,1,0,2144,n,AC5UD8N187QD6,*NF,Devoicing,115,Place,0
56648,1,346,1,0,3013,d,AC5UD8N187QD6,*DF,Devoicing,116,Voicing,1
56649,0,406,1,0,1517,n,AC5UD8N187QD6,*NF,Devoicing,117,Place,1
56650,1,388,1,0,1926,b,AC5UD8N187QD6,*DF,Devoicing,118,Voicing,0
56653,0,415,1,0,2783,ng,AC5UD8N187QD6,*NF,Devoicing,121,Place,0
56657,0,448,1,0,1501,n,AC5UD8N187QD6,*NF,Devoicing,125,Place,1
56659,0,421,1,0,6221,ng,AC5UD8N187QD6,*NF,Devoicing,127,Place,1
56660,1,370,1,0,2013,d,AC5UD8N187QD6,*DF,Devoicing,128,Voicing,0
56661,0,409,1,0,2077,ng,AC5UD8N187QD6,*NF,Devoicing,129,Place,1
56662,1,391,1,0,2221,b,AC5UD8N187QD6,*DF,Devoicing,130,Voicing,0
56663,1,433,1,0,2270,ng,AC5UD8N187QD6,*NF,Devoicing,131,Place,1
56664,1,349,1,0,1838,d,AC5UD8N187QD6,*DF,Devoicing,132,Voicing,0
56666,0,403,1,0,1806,b,AC5UD8N187QD6,*DF,Devoicing,134,Voicing,1
56667,1,451,1,0,2022,ng,AC5UD8N187QD6,*NF,Devoicing,135,Place,0
56668,1,397,1,0,4430,b,AC5UD8N187QD6,*DF,Devoicing,136,Voicing,0
56669,1,457,1,0,1790,ng,AC5UD8N187QD6,*NF,Devoicing,137,Place,1
56670,1,394,1,0,4230,b,AC5UD8N187QD6,*DF,Devoicing,138,Voicing,1
56767,0,394,1,0,7324,b,ACCXC5V05C9R9,*DF,Devoicing,89,Voicing,0
56768,1,406,1,0,3651,n,ACCXC5V05C9R9,*NF,Devoicing,90,Place,0
56770,0,451,1,0,2470,ng,ACCXC5V05C9R9,*NF,Devoicing,92,Place,1
56772,1,460,1,0,2277,n,ACCXC5V05C9R9,*NF,Devoicing,94,Place,1
56773,1,400,1,0,4883,b,ACCXC5V05C9R9,*DF,Devoicing,95,Voicing,1
56775,1,352,1,0,4579,d,ACCXC5V05C9R9,*DF,Devoicing,97,Voicing,0
56776,1,421,1,0,3534,ng,ACCXC5V05C9R9,*NF,Devoicing,98,Place,1
56777,0,376,1,0,3434,b,ACCXC5V05C9R9,*DF,Devoicing,99,Voicing,0
56778,1,442,1,0,4803,n,ACCXC5V05C9R9,*NF,Devoicing,100,Place,0
56779,0,397,1,0,4292,b,ACCXC5V05C9R9,*DF,Devoicing,101,Voicing,0
56783,0,382,1,0,3316,b,ACCXC5V05C9R9,*DF,Devoicing,105,Voicing,0
56784,1,457,1,0,3361,ng,ACCXC5V05C9R9,*NF,Devoicing,106,Place,0
56785,1,385,1,0,3781,b,ACCXC5V05C9R9,*DF,Devoicing,107,Voicing,0
56786,1,439,1,0,3932,ng,ACCXC5V05C9R9,*NF,Devoicing,108,Place,0
56787,1,370,1,0,3518,d,ACCXC5V05C9R9,*DF,Devoicing,109,Voicing,0
56788,1,427,1,0,2835,ng,ACCXC5V05C9R9,*NF,Devoicing,110,Place,1
56789,0,355,1,0,2359,d,ACCXC5V05C9R9,*DF,Devoicing,111,Voicing,0
56790,0,415,1,0,2085,ng,ACCXC5V05C9R9,*NF,Devoicing,112,Place,0
56791,0,358,1,0,2318,d,ACCXC5V05C9R9,*DF,Devoicing,113,Voicing,0
56792,1,436,1,0,2579,n,ACCXC5V05C9R9,*NF,Devoicing,114,Place,0
56793,1,346,1,0,2284,d,ACCXC5V05C9R9,*DF,Devoicing,115,Voicing,1
56796,0,448,1,0,2270,n,ACCXC5V05C9R9,*NF,Devoicing,118,Place,0
56797,0,388,1,0,2624,b,ACCXC5V05C9R9,*DF,Devoicing,119,Voicing,1
56798,0,424,1,0,1859,n,ACCXC5V05C9R9,*NF,Devoicing,120,Place,0
56799,1,367,1,0,2838,d,ACCXC5V05C9R9,*DF,Devoicing,121,Voicing,0
56800,1,433,1,0,2522,ng,ACCXC5V05C9R9,*NF,Devoicing,122,Place,0
56803,1,373,1,0,1919,d,ACCXC5V05C9R9,*DF,Devoicing,125,Voicing,0
56804,1,412,1,0,2423,n,ACCXC5V05C9R9,*NF,Devoicing,126,Place,0
56805,0,391,1,0,1983,b,ACCXC5V05C9R9,*DF,Devoicing,127,Voicing,0
56806,0,409,1,0,2661,ng,ACCXC5V05C9R9,*NF,Devoicing,128,Place,1
56807,1,361,1,0,2132,d,ACCXC5V05C9R9,*DF,Devoicing,129,Voicing,1
56808,0,463,1,0,3386,ng,ACCXC5V05C9R9,*NF,Devoicing,130,Place,0
56809,1,403,1,0,2138,b,ACCXC5V05C9R9,*DF,Devoicing,131,Voicing,0
56810,1,454,1,0,2722,n,ACCXC5V05C9R9,*NF,Devoicing,132,Place,1
56811,1,379,1,0,6469,b,ACCXC5V05C9R9,*DF,Devoicing,133,Voicing,0
56812,1,430,1,0,2587,n,ACCXC5V05C9R9,*NF,Devoicing,134,Place,0
56813,1,364,1,0,3125,d,ACCXC5V05C9R9,*DF,Devoicing,135,Voicing,1
56814,1,418,1,0,4137,n,ACCXC5V05C9R9,*NF,Devoicing,136,Place,1
56815,0,349,1,0,4170,d,ACCXC5V05C9R9,*DF,Devoicing,137,Voicing,1
56816,0,445,1,0,2407,ng,ACCXC5V05C9R9,*NF,Devoicing,138,Place,0
57495,1,379,5,1,12407,b,AD1DGG7ZDRAIT,*DF,PlaceAssimilation,289,Voicing,1
57496,0,409,5,1,1797,ng,AD1DGG7ZDRAIT,*NF,PlaceAssimilation,290,Place,1
57497,0,403,5,1,3673,b,AD1DGG7ZDRAIT,*DF,PlaceAssimilation,291,Voicing,1
57498,1,418,5,1,3008,n,AD1DGG7ZDRAIT,*NF,PlaceAssimilation,292,Place,1
57499,1,391,5,1,1683,b,AD1DGG7ZDRAIT,*DF,PlaceAssimilation,293,Voicing,0
57501,0,388,5,1,2699,b,AD1DGG7ZDRAIT,*DF,PlaceAssimilation,295,Voicing,1
57502,0,454,5,1,1406,n,AD1DGG7ZDRAIT,*NF,PlaceAssimilation,296,Place,0
57503,1,355,5,1,2418,d,AD1DGG7ZDRAIT,*DF,PlaceAssimilation,297,Voicing,0
57504,0,436,5,1,7375,n,AD1DGG7ZDRAIT,*NF,PlaceAssimilation,298,Place,0
57505,1,385,5,1,2224,b,AD1DGG7ZDRAIT,*DF,PlaceAssimilation,299,Voicing,0
57506,1,442,5,1,2049,n,AD1DGG7ZDRAIT,*NF,PlaceAssimilation,300,Place,0
57508,1,427,5,1,4677,ng,AD1DGG7ZDRAIT,*NF,PlaceAssimilation,302,Place,1
57509,1,397,5,1,1320,b,AD1DGG7ZDRAIT,*DF,PlaceAssimilation,303,Voicing,0
57510,0,448,5,1,1365,n,AD1DGG7ZDRAIT,*NF,PlaceAssimilation,304,Place,0
57512,0,430,5,1,1575,n,AD1DGG7ZDRAIT,*NF,PlaceAssimilation,306,Place,1
57514,1,424,5,1,1862,n,AD1DGG7ZDRAIT,*NF,PlaceAssimilation,308,Place,1
57515,1,352,5,1,1605,d,AD1DGG7ZDRAIT,*DF,PlaceAssimilation,309,Voicing,0
57516,1,415,5,1,1559,ng,AD1DGG7ZDRAIT,*NF,PlaceAssimilation,310,Place,0
57517,1,400,5,1,1076,b,AD1DGG7ZDRAIT,*DF,PlaceAssimilation,311,Voicing,1
57518,1,460,5,1,1606,n,AD1DGG7ZDRAIT,*NF,PlaceAssimilation,312,Place,0
57519,0,361,5,1,1087,d,AD1DGG7ZDRAIT,*DF,PlaceAssimilation,313,Voicing,1
57520,1,457,5,1,1106,ng,AD1DGG7ZDRAIT,*NF,PlaceAssimilation,314,Place,1
57521,0,346,5,1,895,d,AD1DGG7ZDRAIT,*DF,PlaceAssimilation,315,Voicing,0
57522,1,463,5,1,1126,ng,AD1DGG7ZDRAIT,*NF,PlaceAssimilation,316,Place,0
57523,0,382,5,1,2389,b,AD1DGG7ZDRAIT,*DF,PlaceAssimilation,317,Voicing,0
57525,1,394,5,1,1481,b,AD1DGG7ZDRAIT,*DF,PlaceAssimilation,319,Voicing,0
57526,0,451,5,1,2858,ng,AD1DGG7ZDRAIT,*NF,PlaceAssimilation,320,Place,0
57527,1,370,5,1,1957,d,AD1DGG7ZDRAIT,*DF,PlaceAssimilation,321,Voicing,1
57528,1,412,5,1,1418,n,AD1DGG7ZDRAIT,*NF,PlaceAssimilation,322,Place,0
57529,1,367,5,1,2270,d,AD1DGG7ZDRAIT,*DF,PlaceAssimilation,323,Voicing,1
57531,1,364,5,1,3010,d,AD1DGG7ZDRAIT,*DF,PlaceAssimilation,325,Voicing,0
57532,0,421,5,1,3189,ng,AD1DGG7ZDRAIT,*NF,PlaceAssimilation,326,Place,0
57533,1,376,5,1,5168,b,AD1DGG7ZDRAIT,*DF,PlaceAssimilation,327,Voicing,0
57534,0,406,5,1,4603,n,AD1DGG7ZDRAIT,*NF,PlaceAssimilation,328,Place,0
57535,0,373,5,1,1192,d,AD1DGG7ZDRAIT,*DF,PlaceAssimilation,329,Voicing,1
57536,1,445,5,1,832,ng,AD1DGG7ZDRAIT,*NF,PlaceAssimilation,330,Place,0
57538,1,439,5,1,948,ng,AD1DGG7ZDRAIT,*NF,PlaceAssimilation,332,Place,1
57539,1,349,5,1,989,d,AD1DGG7ZDRAIT,*DF,PlaceAssimilation,333,Voicing,1
57543,1,358,5,1,704,d,AD1DGG7ZDRAIT,*DF,PlaceAssimilation,337,Voicing,0
57544,1,433,5,1,1074,ng,AD1DGG7ZDRAIT,*NF,PlaceAssimilation,338,Place,1
58148,1,361,1,0,11448,d,AEQ95NMC3VXQ5,*DF,Devoicing,89,Voicing,0
58149,0,412,1,0,7476,n,AEQ95NMC3VXQ5,*NF,Devoicing,90,Place,1
58150,1,364,1,0,4564,d,AEQ95NMC3VXQ5,*DF,Devoicing,91,Voicing,1
58151,0,460,1,0,3484,n,AEQ95NMC3VXQ5,*NF,Devoicing,92,Place,0
58152,1,391,1,0,5667,b,AEQ95NMC3VXQ5,*DF,Devoicing,93,Voicing,1
58153,1,451,1,0,6699,ng,AEQ95NMC3VXQ5,*NF,Devoicing,94,Place,1
58154,1,376,1,0,6594,b,AEQ95NMC3VXQ5,*DF,Devoicing,95,Voicing,0
58155,1,457,1,0,7940,ng,AEQ95NMC3VXQ5,*NF,Devoicing,96,Place,0
58156,1,403,1,0,6181,b,AEQ95NMC3VXQ5,*DF,Devoicing,97,Voicing,0
58158,1,346,1,0,2861,d,AEQ95NMC3VXQ5,*DF,Devoicing,99,Voicing,0
58159,1,418,1,0,3868,n,AEQ95NMC3VXQ5,*NF,Devoicing,100,Place,1
58160,1,367,1,0,6436,d,AEQ95NMC3VXQ5,*DF,Devoicing,101,Voicing,1
58161,0,442,1,0,6302,n,AEQ95NMC3VXQ5,*NF,Devoicing,102,Place,1
58162,1,385,1,0,2899,b,AEQ95NMC3VXQ5,*DF,Devoicing,103,Voicing,0
58163,0,463,1,0,5365,ng,AEQ95NMC3VXQ5,*NF,Devoicing,104,Place,1
58165,1,415,1,0,3868,ng,AEQ95NMC3VXQ5,*NF,Devoicing,106,Place,0
58166,1,382,1,0,3977,b,AEQ95NMC3VXQ5,*DF,Devoicing,107,Voicing,0
58168,1,400,1,0,3293,b,AEQ95NMC3VXQ5,*DF,Devoicing,109,Voicing,0
58169,1,454,1,0,5141,n,AEQ95NMC3VXQ5,*NF,Devoicing,110,Place,1
58170,1,370,1,0,4789,d,AEQ95NMC3VXQ5,*DF,Devoicing,111,Voicing,1
58171,0,436,1,0,4285,n,AEQ95NMC3VXQ5,*NF,Devoicing,112,Place,0
58173,1,433,1,0,4688,ng,AEQ95NMC3VXQ5,*NF,Devoicing,114,Place,0
58174,1,397,1,0,4453,b,AEQ95NMC3VXQ5,*DF,Devoicing,115,Voicing,0
58175,1,427,1,0,2589,ng,AEQ95NMC3VXQ5,*NF,Devoicing,116,Place,1
58177,1,409,1,0,2814,ng,AEQ95NMC3VXQ5,*NF,Devoicing,118,Place,1
58178,1,355,1,0,3900,d,AEQ95NMC3VXQ5,*DF,Devoicing,119,Voicing,1
58180,1,352,1,0,2980,d,AEQ95NMC3VXQ5,*DF,Devoicing,121,Voicing,1
58181,1,424,1,0,3348,n,AEQ95NMC3VXQ5,*NF,Devoicing,122,Place,0
58184,1,373,1,0,3642,d,AEQ95NMC3VXQ5,*DF,Devoicing,125,Voicing,0
58185,1,439,1,0,2854,ng,AEQ95NMC3VXQ5,*NF,Devoicing,126,Place,1
58186,1,358,1,0,3364,d,AEQ95NMC3VXQ5,*DF,Devoicing,127,Voicing,1
58187,0,445,1,0,4757,ng,AEQ95NMC3VXQ5,*NF,Devoicing,128,Place,0
58188,1,388,1,0,2092,b,AEQ95NMC3VXQ5,*DF,Devoicing,129,Voicing,0
58190,1,379,1,0,2227,b,AEQ95NMC3VXQ5,*DF,Devoicing,131,Voicing,0
58191,1,406,1,0,2587,n,AEQ95NMC3VXQ5,*NF,Devoicing,132,Place,0
58192,1,394,1,0,3252,b,AEQ95NMC3VXQ5,*DF,Devoicing,133,Voicing,1
58193,1,421,1,0,5387,ng,AEQ95NMC3VXQ5,*NF,Devoicing,134,Place,0
58194,1,349,1,0,4229,d,AEQ95NMC3VXQ5,*DF,Devoicing,135,Voicing,0
58195,1,448,1,0,2925,n,AEQ95NMC3VXQ5,*NF,Devoicing,136,Place,1
58197,0,430,1,0,2501,n,AEQ95NMC3VXQ5,*NF,Devoicing,138,Place,1
58748,1,346,5,0,4013,d,AGU7OT5JMLZUM,*DF,Devoicing,289,Voicing,0
58749,0,448,5,0,3025,n,AGU7OT5JMLZUM,*NF,Devoicing,290,Place,1
58750,0,370,5,0,2363,d,AGU7OT5JMLZUM,*DF,Devoicing,291,Voicing,1
58751,0,463,5,0,2045,ng,AGU7OT5JMLZUM,*NF,Devoicing,292,Place,1
58752,1,397,5,0,3130,b,AGU7OT5JMLZUM,*DF,Devoicing,293,Voicing,1
58753,0,460,5,0,3559,n,AGU7OT5JMLZUM,*NF,Devoicing,294,Place,0
58754,1,382,5,0,1732,b,AGU7OT5JMLZUM,*DF,Devoicing,295,Voicing,1
58755,0,445,5,0,1840,ng,AGU7OT5JMLZUM,*NF,Devoicing,296,Place,0
58756,0,352,5,0,1362,d,AGU7OT5JMLZUM,*DF,Devoicing,297,Voicing,1
58757,0,427,5,0,1637,ng,AGU7OT5JMLZUM,*NF,Devoicing,298,Place,1
58758,0,403,5,0,3097,b,AGU7OT5JMLZUM,*DF,Devoicing,299,Voicing,1
58759,0,457,5,0,2601,ng,AGU7OT5JMLZUM,*NF,Devoicing,300,Place,0
58760,1,364,5,0,2559,d,AGU7OT5JMLZUM,*DF,Devoicing,301,Voicing,1
58761,0,406,5,0,1845,n,AGU7OT5JMLZUM,*NF,Devoicing,302,Place,0
58764,1,376,5,0,2355,b,AGU7OT5JMLZUM,*DF,Devoicing,305,Voicing,0
58765,1,451,5,0,1897,ng,AGU7OT5JMLZUM,*NF,Devoicing,306,Place,0
58766,0,355,5,0,1924,d,AGU7OT5JMLZUM,*DF,Devoicing,307,Voicing,0
58767,1,454,5,0,2613,n,AGU7OT5JMLZUM,*NF,Devoicing,308,Place,0
58768,1,367,5,0,2363,d,AGU7OT5JMLZUM,*DF,Devoicing,309,Voicing,0
58770,0,385,5,0,3190,b,AGU7OT5JMLZUM,*DF,Devoicing,311,Voicing,1
58771,1,433,5,0,2185,ng,AGU7OT5JMLZUM,*NF,Devoicing,312,Place,1
58773,0,439,5,0,1903,ng,AGU7OT5JMLZUM,*NF,Devoicing,314,Place,0
58774,1,361,5,0,1933,d,AGU7OT5JMLZUM,*DF,Devoicing,315,Voicing,0
58775,0,412,5,0,1702,n,AGU7OT5JMLZUM,*NF,Devoicing,316,Place,0
58776,0,349,5,0,2052,d,AGU7OT5JMLZUM,*DF,Devoicing,317,Voicing,0
58777,0,442,5,0,1961,n,AGU7OT5JMLZUM,*NF,Devoicing,318,Place,1
58778,1,391,5,0,2126,b,AGU7OT5JMLZUM,*DF,Devoicing,319,Voicing,0
58780,0,379,5,0,1751,b,AGU7OT5JMLZUM,*DF,Devoicing,321,Voicing,0
58781,1,436,5,0,1475,n,AGU7OT5JMLZUM,*NF,Devoicing,322,Place,0
58783,0,409,5,0,1405,ng,AGU7OT5JMLZUM,*NF,Devoicing,324,Place,1
58784,1,400,5,0,2634,b,AGU7OT5JMLZUM,*DF,Devoicing,325,Voicing,1
58787,1,430,5,0,1812,n,AGU7OT5JMLZUM,*NF,Devoicing,328,Place,1
58788,1,388,5,0,1569,b,AGU7OT5JMLZUM,*DF,Devoicing,329,Voicing,0
58789,1,424,5,0,1440,n,AGU7OT5JMLZUM,*NF,Devoicing,330,Place,1
58790,0,358,5,0,1577,d,AGU7OT5JMLZUM,*DF,Devoicing,331,Voicing,1
58791,1,415,5,0,1707,ng,AGU7OT5JMLZUM,*NF,Devoicing,332,Place,0
58794,0,394,5,0,3329,b,AGU7OT5JMLZUM,*DF,Devoicing,335,Voicing,1
58795,1,418,5,0,2526,n,AGU7OT5JMLZUM,*NF,Devoicing,336,Place,1
58796,1,373,5,0,2296,d,AGU7OT5JMLZUM,*DF,Devoicing,337,Voicing,0
58797,0,421,5,0,1905,ng,AGU7OT5JMLZUM,*NF,Devoicing,338,Place,0
59475,0,448,5,1,9596,n,AHZP05WVFXXCG,*NF,PlaceAssimilation,289,Place,0
59476,1,346,5,1,8004,d,AHZP05WVFXXCG,*DF,PlaceAssimilation,290,Voicing,0
59478,1,367,5,1,3713,d,AHZP05WVFXXCG,*DF,PlaceAssimilation,292,Voicing,0
59480,0,379,5,1,2718,b,AHZP05WVFXXCG,*DF,PlaceAssimilation,294,Voicing,1
59481,0,451,5,1,2350,ng,AHZP05WVFXXCG,*NF,PlaceAssimilation,295,Place,0
59482,1,376,5,1,2544,b,AHZP05WVFXXCG,*DF,PlaceAssimilation,296,Voicing,1
59483,1,427,5,1,2721,ng,AHZP05WVFXXCG,*NF,PlaceAssimilation,297,Place,1
59484,1,364,5,1,2267,d,AHZP05WVFXXCG,*DF,PlaceAssimilation,298,Voicing,0
59486,1,382,5,1,4278,b,AHZP05WVFXXCG,*DF,PlaceAssimilation,300,Voicing,1
59487,0,409,5,1,2926,ng,AHZP05WVFXXCG,*NF,PlaceAssimilation,301,Place,0
59488,0,400,5,1,2745,b,AHZP05WVFXXCG,*DF,PlaceAssimilation,302,Voicing,1
59489,1,463,5,1,1849,ng,AHZP05WVFXXCG,*NF,PlaceAssimilation,303,Place,1
59490,0,394,5,1,1748,b,AHZP05WVFXXCG,*DF,PlaceAssimilation,304,Voicing,1
59491,1,445,5,1,1732,ng,AHZP05WVFXXCG,*NF,PlaceAssimilation,305,Place,1
59492,0,397,5,1,3216,b,AHZP05WVFXXCG,*DF,PlaceAssimilation,306,Voicing,0
59493,0,457,5,1,1905,ng,AHZP05WVFXXCG,*NF,PlaceAssimilation,307,Place,1
59495,0,418,5,1,4854,n,AHZP05WVFXXCG,*NF,PlaceAssimilation,309,Place,1
59496,1,370,5,1,2208,d,AHZP05WVFXXCG,*DF,PlaceAssimilation,310,Voicing,1
59497,0,430,5,1,1776,n,AHZP05WVFXXCG,*NF,PlaceAssimilation,311,Place,0
59498,1,373,5,1,2219,d,AHZP05WVFXXCG,*DF,PlaceAssimilation,312,Voicing,1
59499,0,424,5,1,3123,n,AHZP05WVFXXCG,*NF,PlaceAssimilation,313,Place,1
59500,1,355,5,1,2312,d,AHZP05WVFXXCG,*DF,PlaceAssimilation,314,Voicing,0
59501,0,439,5,1,8987,ng,AHZP05WVFXXCG,*NF,PlaceAssimilation,315,Place,1
59502,1,361,5,1,4434,d,AHZP05WVFXXCG,*DF,PlaceAssimilation,316,Voicing,0
59503,1,421,5,1,3001,ng,AHZP05WVFXXCG,*NF,PlaceAssimilation,317,Place,1
